MapId	Id	IsDisable	PosType	Icon	PosX	PosY	Text	Size	Color	PosXDis	PosYDis
4	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	616	190	Tiếp Dẫn Cái Bang	12	yellow	0	4
4	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	582	230	Tiếp Dẫn Thiên Nhẫn	12	yellow	0	4
4	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	645	248	Tiếp Dẫn Võ Đang	12	yellow	0	4
4	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	614	262	Tiếp Dẫn Côn Lôn	12	yellow	0	4
4	24	0	0	\image\ui\001a\minimap\icon_southeast.spr	626	328	Dương Châu Phủ	12	yellow	0	2
4	25	0	0	\image\ui\001a\minimap\icon_southeast.spr	500	418	Cái Bang	12	yellow	0	2
4	26	0	0	\image\ui\001a\minimap\icon_northwest.spr	180	132	Mai Hoa Lĩnh [cấp 5]	12	yellow	0	2
4	27	0	0	\image\ui\001a\minimap\icon_southwest.spr	225	430	Hoài Thủy Sa Châu [cấp 15]	12	yellow	0	2
4	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	237	317	Dã Luyện Đại Sư	12	yellow	0	4
4	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	471	266	Lễ Quan	12	yellow	0	4
4	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	328	Thủ Khố	12	yellow	5	4
4	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	316	200	Thủ Khố	12	yellow	12	4
4	32	0	0	\image\ui\001a\minimap\yellowpoint.spr	693	174	Tiến Cúc Động [cấp 85]	12	yellow	0	2
4	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	425	338	Xa Phu	12	yellow	12	6
4	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	274	164	Xa Phu	12	yellow	0	4
4	35	0	0	\image\ui\001a\minimap\yellowpoint.spr	597	276	Tiếp Dẫn Đoàn Thị	12	yellow	-10	4
4	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	558	297	Tiếp Dẫn Minh Giáo	12	yellow	0	4
4	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	414	286	Sứ Giả Hoạt Động	12	yellow	0	3
4	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	347	284	Thương Nhân Đặc Sản	12	yellow	0	4
4	39	0	0	\image\ui\001a\minimap\icon_north.spr	575	74	Thục Cương Bí Cảnh [cấp 95]	12	yellow	0	2
4	40	0	0	\image\ui\001a\minimap\yellowpoint.spr	331	364	Truyền Tống Quân Doanh	12	yellow	0	4
4	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	269	350	Án Nhược Tuyết	12	yellow	0	6
4	42	0	0	\image\ui\001a\minimap\yellowpoint.spr	318	458	Tần Oa	12	yellow	0	4
4	43	0	0	\image\ui\001a\minimap\yellowpoint.spr	480	185	Gia Tộc Chiêu Mộ Sứ	12	yellow	0	3
4	44	1	1	\image\ui\001a\minimap\yellowpoint.spr	1664	3248	Diệp Hiểu Thoa	12	yellow	12	10
5	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	324	275	Tiệm Binh Khí	12	yellow	0	4
5	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	299	250	Tiệm Phòng Cụ	12	yellow	0	4
5	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	359	240	Tiệm Trang Sức	12	yellow	0	4
5	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	390	228	Tiệm Thuốc	12	yellow	0	4
5	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	433	246	Tiệm Tạp Hóa	12	yellow	-3	4
5	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	369	302	Tửu Lầu	12	yellow	-9	4
5	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	361	340	Tiệm Gỗ	12	yellow	0	-1
5	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	271	296	Tiệm Da	12	yellow	0	4
5	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	466	278	Tiền Trang	12	yellow	0	4
5	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	459	250	Bao Vạn Đồng	12	yellow	6	4
5	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	380	55	Diệp Chỉ Lâm	12	yellow	0	4
5	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	379	269	Bạch Thu Lâm	12	yellow	-9	4
5	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	316	Long Ngũ Thái Gia	12	yellow	-5	4
5	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	241	215	Tiếp Dẫn Thiếu Lâm	12	yellow	0	4
5	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	157	254	Tiếp Dẫn Thiên Vương	12	yellow	0	-3
5	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	192	262	Tiếp Dẫn Đường Môn	12	yellow	0	4
5	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	173	292	Tiếp Dẫn Ngũ Độc	12	yellow	0	4
5	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	122	306	Tiếp Dẫn Nga My	12	yellow	0	4
5	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	106	328	Tiếp Dẫn Thúy Yên	12	yellow	0	4
5	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	184	328	Tiếp Dẫn Cái Bang	12	yellow	0	4
5	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	214	357	Tiếp Dẫn Thiên Nhẫn	12	yellow	0	4
5	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	265	362	Tiếp Dẫn Võ Đang	12	yellow	0	4
5	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	283	395	Tiếp Dẫn Côn Lôn	12	yellow	0	4
5	24	0	0	\image\ui\001a\minimap\icon_northwest.spr	261	120	Thành Đô Phủ	12	yellow	0	2
5	25	0	0	\image\ui\001a\minimap\icon_northwest.spr	107	214	Nga My Phái	12	yellow	0	2
5	26	0	0	\image\ui\001a\minimap\icon_southwest.spr	80	286	Đường Môn	12	yellow	0	2
5	27	0	0	\image\ui\001a\minimap\icon_southeast.spr	290	440	Trường Giang Hà Cốc [cấp 5]	12	yellow	0	2
5	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	548	242	Dã Luyện Đại Sư	12	yellow	0	4
5	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	448	376	Thuyền Phu	12	yellow	0	4
5	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	424	300	Thủ Khố	12	yellow	-4	4
5	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	324	188	Thủ Khố	12	yellow	-14	4
5	32	0	0	\image\ui\001a\minimap\yellowpoint.spr	392	174	Lễ Quan	12	yellow	0	4
5	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	460	308	Xa Phu	12	yellow	3	4
5	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	350	176	Xa Phu	12	yellow	3	4
5	35	0	0	\image\ui\001a\minimap\icon_southwest.spr	203	417	Thục Nam Trúc Hải [cấp 15]	12	yellow	0	2
5	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	350	Tiếp Dẫn Đoàn Thị	12	yellow	0	4
5	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	384	350	Tiếp Dẫn Minh Giáo	12	yellow	2	26
5	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	411	267	Sứ Giả Hoạt Động	12	yellow	10	3
5	39	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	222	Thương Nhân Đặc Sản	12	yellow	0	4
5	40	0	0	\image\ui\001a\minimap\icon_southeast.spr	622	282	Phong Đô Quỷ Thành [cấp 95]	12	yellow	0	2
5	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	232	188	Truyền Tống Quân Doanh	12	yellow	0	4
5	42	0	0	\image\ui\001a\minimap\icon_northeast.spr	617	216	Tam Hiệp Sạn Đạo [cấp 105]	12	yellow	0	2
5	43	0	0	\image\ui\001a\minimap\yellowpoint.spr	510	200	Án Nhược Tuyết	12	yellow	0	6
5	44	0	0	\image\ui\001a\minimap\yellowpoint.spr	487	347	Tần Oa	12	yellow	0	4
5	45	0	0	\image\ui\001a\minimap\yellowpoint.spr	418	186	Gia Tộc Chiêu Mộ Sứ	12	yellow	14	4
5	46	0	0	\image\ui\001a\minimap\yellowpoint.spr	485	85	Hồng Di	12	yellow	-23	4
5	47	0	0	\image\ui\001a\minimap\yellowpoint.spr	472	96	Nguyệt Lão 	12	yellow	0	4
5	48	1	1	\image\ui\001a\minimap\yellowpoint.spr	1598	3024	Diệp Hiểu Thoa	12	yellow	0	16
6	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	371	264	Tiệm Binh Khí	12	yellow	-9	4
6	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	394	256	Tiệm Phòng Cụ	12	yellow	8	4
6	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	459	217	Tiệm Trang Sức	12	yellow	0	4
6	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	504	202	Tiệm Thuốc	12	yellow	0	4
