NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Thuyền lâu	0	5094	0	5	1	1	20	20	20	20	20	1		49760	98272		1		
Thuyền lâu	0	5094	0	5	1	1	20	20	20	20	20	1		50176	97856		1		
Thuyền lâu	0	5094	0	5	1	1	20	20	20	20	20	1		50368	98016		1		
Thuyền lâu	0	5094	0	5	1	1	20	20	20	20	20	1		50528	98016		1		
Thuyền lâu	0	5094	0	5	1	1	20	20	20	20	20	1		50208	98304		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		43808	96512		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		43936	97152		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		43872	96864		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		44064	96704		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		44320	97152		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		44224	96832		1		
Thuyền chiến	0	5095	0	5	1	1	20	20	20	20	20	1		50016	98432		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		42912	96384		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		42848	96832		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		43392	96416		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		43168	96672		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		43584	96608		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		48384	97440		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		48992	97312		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		48800	97632		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		49248	97152		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		49184	96800		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		50528	97888		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		50624	98208		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		50720	97984		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		50944	98144		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		51168	97984		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		51040	98400		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		44832	95936		1		
Thuyền chủ công	0	5096	0	0	1	1	20	20	20	20	20	1		45280	96288		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		42464	96320		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		42336	96544		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		42720	96576		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		42496	96800		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		44704	95584		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		45568	96032		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		45760	96256		1		
Thuyền quân bị	0	5097	0	0	1	1	20	20	20	20	20	1		45952	96448		1		
Quách Nghê	0	5098	3	5	135	1	20	20	20	20	20	1		52000	92576		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		49952	94176		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50048	93696		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50112	94304		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50144	94624		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50048	94976		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50208	93952		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50496	94016		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50272	94240		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50336	94656		1		
Lô Vĩ Trùng	0	5099	0	5	135	1	20	20	20	20	20	1		50528	94464		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		49600	92800		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		49952	92320		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50080	92640		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		49792	93056		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		49856	92640		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50080	93056		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50240	92352		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50368	92544		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50272	92896		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50432	93056		1		
Lô Vĩ Ngạc	0	5100	0	5	135	1	20	20	20	20	20	1		50496	92800		1		
Điên Ngạc	0	5101	0	5	135	1	20	20	20	20	20	1		50432	92064		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		51616	97632		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		52032	97600		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		51808	97440		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		52096	97344		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		52416	97088		1		
Hoa độc la	0	5102	3	5	135	1	20	20	20	20	20	1		52416	96736		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		43552	88320		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		44000	89120		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		44032	88704		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		45824	89472		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		45984	89888		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		46176	89024		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		46304	88672		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		46112	89440		1		
Quân Lương Khán Thủ	0	5103	0	5	135	1	20	20	20	20	20	1		43360	88608		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		43680	88736		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		44384	89696		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		44320	89344		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		45024	89376		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		44640	89184		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		44608	89888		1		
Quân Bị Khán Thủ	0	5105	0	5	135	1	20	20	20	20	20	1		45632	89600		1		
Rương tụ tiễn	0	5106	3	5	135	1	20	20	20	20	20	1		45888	89152		1		
Rương triền thủ	0	5107	3	5	135	1	20	20	20	20	20	1		43200	88640		1		
Rương phi đao	0	5108	3	5	135	1	20	20	20	20	20	1		44320	88768		1		
Huyền Từ	0	5109	3	5	135	1	20	20	20	20	20	1		42912	92992		1		
Tống Thu Thạch	0	5110	3	5	135	1	20	20	20	20	20	1		43008	93088		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45376	92960		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45152	93696		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45184	93280		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45408	94016		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45600	92736		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45888	92608		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		46048	94048		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		45760	94240		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		46432	93088		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		46304	92768		1		
Đệ Tử Thiên Nhẫn	0	5111	0	5	135	1	20	20	20	20	20	1		46496	93504		1		
Tuệ Tịnh Đồng Tử	0	5112	3	5	135	1	20	20	20	20	20	1		43328	99584		1		
Vô Tưởng Sư Thái	0	5113	3	5	135	1	20	20	20	20	20	1		41920	90848		1		
Nạp Lan Bang Liệt	0	5122	0	5	135	1	20	20	20	20	20	1		48320	85024		1		
Ngô Hy	0	5150	0	5	135	1	20	20	20	20	20	1		46944	93184		1		
Gia Luật Sở Tài	0	5142	3	5	135	1	20	20	20	20	20	1		47136	102656		1		
Thiên Cơ Tử	0	5143	3	5	135	1	20	20	20	20	20	1		51296	102080		1		
Hàn Thác Trụ	0	5153	3	5	135	1	20	20	20	20	20	1		50688	89088		1		
Bạch Thu Lâm	0	5154	3	5	135	1	20	20	20	20	20	1		50560	88128		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		45824	98240		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		45952	98432		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		46112	98592		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		46272	98720		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		46400	98880		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		46528	99072		1		
Tống Quân Tinh Nhuệ	0	5156	0	0	135	1	20	20	20	20	20	1		46720	99264		1		
An Trinh	0	5157	0	5	135	1	20	20	20	20	20	1		45216	92960		1		
Hợp Hỷ	0	5158	0	5	135	1	20	20	20	20	20	1		47328	89280		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46464	89824		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46304	90048		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46560	90432		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46208	90336		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46400	90560		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		47072	89472		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46912	89664		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46656	89632		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46752	89792		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46880	89984		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		47008	90144		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		46720	90176		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		47264	89696		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		47360	89856		1		
Phản Quân	0	5163	0	5	135	1	20	20	20	20	20	1		47136	89952		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42560	98912		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42400	99104		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42208	99168		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42144	99360		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		41728	99968		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42720	100896		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42816	101024		1		
Linh Bích Dã Viên	0	5168	0	5	135	1	20	20	20	20	20	1		42976	100960		1		
Thạch Lan Đồng Tử	0	5164	0	5	135	1	20	20	20	20	20	1		42144	94592		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		45920	98080		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46048	98240		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46176	98400		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46304	98560		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46464	98720		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46592	98912		1		
Cọc Gỗ Luyện Công	0	5170	0	5	150	1	20	20	20	20	20	1		46784	99104		1		
Hỏa pháo bờ Nam	0	5171	3	5	150	1	20	20	20	20	20	1		48160	97888		1		
Hỏa pháo bờ Bắc	0	5172	3	5	150	1	20	20	20	20	20	1		47808	96864		1		
Độc La Thú	0	5173	0	5	135	1	20	20	20	20	20	1		51488	97536		1		
Độc La Thú	0	5173	0	5	135	1	20	20	20	20	20	1		51712	97248		1		
Độc La Thú	0	5173	0	5	135	1	20	20	20	20	20	1		51968	97248		1		
Độc La Thú	0	5173	0	5	135	1	20	20	20	20	20	1		52288	97312		1		
Độc La Thú	0	5173	0	5	135	1	20	20	20	20	20	1		52192	96896		1		
Bạch Phủ Huyễn Cảnh	0	2525	4	5	1	1	20	20	20	20	20	1		50976	89024		1		
to_baifumengjing	1															\setting\map\map_info\lingbipo\trap\to_baifumengjing.txt			
Lương Sơn Bạc	0	2525	4	5	1	1	20	20	20	20	20	1		49696	104256		1		
to_liangshanpo	1															\setting\map\map_info\lingbipo\trap\to_liangshanpo.txt			
Bí Doanh Quân Kim	0	2525	4	5	1	1	20	20	20	20	20	1		46848	88736		1		
to_jinjunmiying	1															\setting\map\map_info\lingbipo\trap\to_jinjunmiying.txt			
Du Long Bảo Khố	0	2525	4	5	1	1	20	20	20	20	20	1		43296	102528		1		
to_youlongbaoku	1															\setting\map\map_info\lingbipo\trap\to_youlongbaoku.txt			
Cổ Vũ Nạp Tư	0	5176	3	5	135	1	20	20	20	20	20	1		45632	101184		1		
Tịnh Tâm Hòa Thượng	0	5195	3	5	135	1	20	20	20	20	20	1		45248	99008		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44672	98752		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44768	98656		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44864	98560		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44960	98464		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44672	99040		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44768	98944		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44864	98848		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		44960	98752		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		45056	98368		1		
 	0	5198	4	6	135	1	20	20	20	20	20	1		45056	98656		1		
Giếng nước quân Kim	0	5199	3	5	1	1	20	20	20	20	20	1		46432	88000		1		
Lư Lạp Ma	0	6053	4	5	1	1	20	20	20	20	20	1		49056	99616		1		
Chó mực	0	6029	4	5	1	1	20	20	20	20	20	1		42048	93504		1		
Trâu	0	6009	4	5	1	1	20	20	20	20	20	1		49728	100096		1		
Trâu	0	6009	4	5	1	1	20	20	20	20	20	1		42880	95040		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47168	85984		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47296	85824		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47392	85664		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47488	85504		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47488	86464		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47616	85184		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47648	86336		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		47808	86240		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		48000	86080		1		
Kim Quân Tinh Nhuệ	0	5200	0	5	135	1	20	20	20	20	20	1		48288	85920		1		
Quân bị	0	5219	0	0	135	1	20	20	20	20	20	1		46432	100064		1		
Quân bị	0	5219	0	0	135	1	20	20	20	20	20	1		46528	99968		1		
Quân bị	0	5219	0	0	135	1	20	20	20	20	20	1		46240	100096		1		
Quân bị	0	5219	0	0	135	1	20	20	20	20	20	1		46336	100000		1		
Quân bị	0	5219	0	0	135	1	20	20	20	20	20	1		46432	99904		1		
Quân nhu	0	5220	0	0	135	1	20	20	20	20	20	1		46144	99968		1		
Quân nhu	0	5220	0	0	135	1	20	20	20	20	20	1		46560	99808		1		
Quân nhu	0	5220	0	0	135	1	20	20	20	20	20	1		46272	99840		1		
Quân nhu	0	5220	0	0	135	1	20	20	20	20	20	1		46624	99904		1		
Quân nhu	0	5220	0	0	135	1	20	20	20	20	20	1		46720	99808		1		
