EventId	PartId	Name	SubKind	ExClass	StartDate	EndDate	ExParam1	ExParam2	ExParam3	ExParam4	ExParam5	ExParam6	ExParam7	ExParam8	ExParam9	ExParam10	ExParam11	ExParam12	ExParam13	ExParam14	ExParam15	ExParam16	ExParam17	ExParam18	ExParam19	ExParam20	ExParam21	ExParam22	ExParam23	ExParam24	ExParam25	_showall
6	1	激活领取角色	npc_getaward		0	0	Npc:2601	AddSelect:"您确定激活当前角色领奖资格吗？激活后当前账号下其他角色就不能领取奖励了哦。","确定激活"		CheckMonthPay:50,"您当月充值不足<color=yellow>50元<color>，不能参加活动啊！",""	CheckTaskEq:58,0,"你已经激活了领奖资格！",""	CheckExt:1,0,"您账号下的其他角色已经激活了领奖资格。当前角色不能激活。",""						SetTask:58,1	SetExt:1,1	SetMsg:2,"您成功激活了当前角色的领奖资格！"	SetMsg:0,"您成功激活了当前角色的领奖资格！"											
6	2	领取50元充值奖励	npc_getaward		0	0	Npc:2601			CheckTaskEq:58,1,"当前角色没激活领奖资格，激活领奖资格或使用已激活的角色再来领取奖励吧！",""	CheckMonthPay:50,"你本月充值不足<color=yellow>50月<color>不能获得充值优惠奖励！",""	CheckTaskEq:59,0,"您已经领取过该项奖励！",""						SetAwardId:1	SetTask:59,1	SetMsg:1,"您成功领取了充值50元的优惠奖励！"												
6	3	领取100到200元的充值奖励	npc_getaward		0	0	Npc:2601			CheckTaskEq:58,1,"当前角色没激活领奖资格，激活领奖资格或使用已激活的角色再来领取奖励吧！",""	CheckMonthPay:100,"您本月充值不足<color=yellow>100元<color>，不能领取奖励哦！",""	CheckTask:60,3,"您已经领取过该项奖励！",""					CheckLuaScript:"local nPay = me.GetExtMonthPay();<enter>if nPay < 150 then<enter><tab>if EventManager:GetTask(60) > 0 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到100元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>if nPay < 200 then<enter><tab>if EventManager:GetTask(60) > 1 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到150元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>if nPay < 250 then<enter><tab>if EventManager:GetTask(60) > 2 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到200元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>return 0",""	SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local tbT = {{200, 3},{150, 2},{100, 1}};<enter>local nTask = EventManager:GetTask(60);<enter>for _, tb in ipairs(tbT) do<enter><tab>if nPay >= tb[1] then<enter><tab><tab>local nAddBindMoney = (tb[2] - nTask) * 5000;<enter><tab><tab>if nAddBindMoney > 0 then<enter><tab><tab><tab>EventManager:SetTask(60, tb[2]);<enter><tab><tab><tab>me.AddBindCoin(nAddBindMoney);<enter><tab><tab><tab>me.PlayerLog(Log.emKPLAYERLOG_TYPE_JOINSPORT, string.format(\"[活动]活动获得绑定金币：%s，标记：%s\",nAddBindMoney, nTask));<enter><tab><tab>end<enter><tab><tab>Dialog:Say(string.format(\"您本次成功领取了<color=yellow>%s绑定金币<color>。\", nAddBindMoney));<enter><tab><tab>return 0;<enter><tab>end<enter>end"														
6	4	领取250元以上充值奖励	npc_getaward		0	0	Npc:2601			CheckTaskEq:58,1,"当前角色没激活领奖资格，激活领奖资格或使用已激活的角色再来领取奖励吧！",""	CheckMonthPay:250,"您本月充值不足<color=yellow>250元<color>，不能领取奖励哦！",""						CheckLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 200)/ 50);<enter>if EventManager:GetTask(61) >= nCount then<enter><tab>return 1,  string.format(\"赠送的%s绑定金币已经成功领取完毕，继续充值才可以再次领奖。\", nCount*1000)<enter>end<enter>return 0;",""	SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 200)/ 50);<enter>local nTask = EventManager:GetTask(61);<enter>local nAddCoin = (nCount - nTask) * 1000;<enter>EventManager:SetTask(61, nCount);<tab><enter>me.AddBindCoin(nAddCoin);<enter>me.PlayerLog(Log.emKPLAYERLOG_TYPE_JOINSPORT, string.format(\"[活动]活动获得绑定金币：%s，标记：%s\",nAddCoin, nTask));<enter>Dialog:Say(string.format(\"您本次成功领取了<color=yellow>%s绑定金币<color>。\", nAddCoin));<tab><enter>return 0;"														
6	5	查询领取绑金明细	npc_getaward		0	0	Npc:2601			CheckMonthPay:50,"你本月累计充值不足50元，不能参加活动。",""	CheckTaskEq:58,1,"你还未激活本角色的领奖资格。",""							SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nTsk1 = EventManager:GetTask(59);<enter>local nTsk2 = EventManager:GetTask(60);<enter>local nTsk3 = EventManager:GetTask(61);<enter>local nGet2 = math.floor((nPay - 50)/50);<enter>if nGet2 > 3 then<enter>   nGet2 = 3;<enter>end<enter>local nGet3 = math.floor((nPay - 200)/50);<enter>if nGet3 < 0 then<enter>   nGet3 = 0;<enter>end<enter>local nSum  = (150 + nGet2*50 + nGet3*10)*100;<enter>local nGetSum = (nTsk1*150 + nTsk2*50 + nTsk3*10)*100;<enter>local szTip = [[<enter> <color=green>---绑金领奖明细---<color><enter><enter>本月累计充值  ：<color=yellow>%s元<color><enter>总共可领取绑金：<color=yellow>%s绑定金币<color><enter>已领取绑金总数：<color=yellow>%s绑定金币<color><enter>未领取绑金数  ：<color=yellow>%s绑定金币<color><enter>]]<enter>local szMsg = string.format(szTip, nPay, nSum, nGetSum, (nSum - nGetSum));<enter>Dialog:Say(szMsg);<enter>return 0;"														
7	1	领取祈福令牌	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取祈福令牌吗？领取此项奖励后将<color=yellow>不能<color>领取玄晶奖励！","确定"		CheckTaskEq:58,1,"当前角色没激活领奖资格，激活领奖资格或使用已激活的角色再来领取奖励吧！",""	CheckMonthPay:500,"您本月充值不足<color=yellow>500元<color>，不能领取奖励！",""	CheckTaskEq:62,0,"您已经领取过冲值达<color=yellow>500元<color>的额外奖励！",""	CheckFreeBag:3,"领取奖励需要<color=yellow>3格<color>背包空间，去整理下背包再来吧！",""					SetAwardId:2	SetTask:62,1	SetMsg:2,"您成功领取了充值500元的额外奖励！"												
7	2	领取9玄	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取9玄奖励吗？领取后您将<color=yellow>不能<color>领取祈福令牌作为奖励！","确定"		CheckTaskEq:58,1,"当前角色没激活领奖资格，激活领奖资格或使用已激活的角色再来领取奖励吧！",""	CheckMonthPay:500,"您本月充值不足<color=yellow>500元<color>，不能领取奖励！",""	CheckTaskEq:62,0,"您已经领取过冲值达<color=yellow>500元<color>的额外奖励！",""	CheckFreeBag:1,"领取奖励需要<color=yellow>1格<color>背包空间，去整理下背包再来吧！",""					SetAwardId:3	SetTask:62,1	SetMsg:2,"您成功领取了充值500元的额外奖励！"												
8	1	强化费用降低优惠领取	npc_getaward		0	0	Npc:3571	AddSelect:"您确定领取<color=yellow>强化费用降低<color>的优惠效果吗？此效果可持续<color=yellow>一周<color>时间，活动期间您随时都能来领取，不过只有<color=yellow>1次<color>机会哦！","确定领取"		CheckTaskEq:63,0,"您已经领取过此项奖励哦！",""								AddSkillBuff:892,1,10080	AddTask:63,1	SetMsg:1,"您已经成功领取强化费用降低的效果！"	SetMsg:2,"您成功领取了强化费用降低的效果！"	SetMsg:0,"您成功领取了强化费用降低的效果！"										
8	2	领取惩治大盗奖励	npc_getaward		0	0	Npc:3571	AddSelect:"每完成<color=yellow>6次江湖通缉任务<color>就可以获得绑银奖励，你确定领取吗？","确定领取"		CheckTask:65,5,"    干得好，孩子！<enter>    惩治江洋大盗的任务你已经成功完成<color=yellow>5次<color>，你的侠义父老乡亲会铭记于心！",""	CheckTaskLt:64,6,"    你好像还没有完成<color=yellow>6次<color>江湖通缉任务啊，去惩治些强盗再来领奖吧，不劳而获是不对的！",""							AddBaseMoney:200000,7,200000	AddTask:65,1	MinusTask:64,6	SetTaskMsg:1,"您成功完成<color=yellow>1次<color>劳动节惩治江洋大盗的任务，获得了绑银奖励！<enter>已完成：<color=yellow>%s次<color><enter>最多完成：<color=yellow>5次<color><enter>",65,0,0,0,0											
8	3	完成大盗任务	action_finishtask		0	0	TaskFinish:"FinishWanted",0			CheckTask:65,5,"",""								AddTask:64,1														
8	4	查询活动细节	npc_getaward		0	0	Npc:3571											SetTaskMsg:1,"<color=yellow>***活动明细***<color><enter>    活动期间去各大城市<color=yellow>刑部捕头<color>处接取江湖通缉任务，每完成<color=yellow>6次<color>可以到老朽这里来领取绑银奖励。孩子，加油吧！<enter><enter>已完成活动次数：<color=yellow>%s次<color>；<enter>可完成活动次数：<color=yellow>5次<color>；<enter><enter>通缉任务有效完成次数：<color=yellow>%s次<color>。",65,64,0,0,0														
9	1	激活角色	npc_getaward		0	0	Npc:2601	AddSelect:"你确定激活当前角色参加活动的资格吗?激活后,账号下其他角色就不能参加活动了。","确定"		CheckMonthPay:15,"本月充值不足<color=yellow>15元<color>，不能参加活动哦！",""	CheckTaskEq:66,0,"当前角色已经激活过了~~不需要再激活！",""	CheckExt:1,0,"账号下其他角色已激活了活动资格！当前角色不能激活了~~",""	CheckLevel:60,"你的等级不足<color=yellow>60级<color>啊，先修炼一段时间再来吧！",""					AddTask:66,1	SetMsg:0,"成功激活当前角色的活动参与资格！"	SetExt:1,1	SetMsg:2,"恭喜您成功激活当前角色的活动参与资格！"											
9	2	领取充值达15元的金贝壳	npc_getaward		0	0	Npc:2601	AddSelect:"你确定领取充值<color=yellow>15元<color>赠送的<color=yellow>金贝壳<color>吗？","确定"		CheckTaskEq:66,1,"不能领奖呀，领奖资格未激活或其他角色已激活领奖资格！",""	CheckTaskEq:67,0,"不能再领了，你已经领取了充值<color=yellow>15元<color>赠送的金贝壳呀！",""	CheckMonthPay:15,"你本月累计充值不足<color=yellow>15元<color>，不能参加活动哦！",""	CheckFreeBag:6,"领取奖励需要<color=yellow>6格<color>背包空间，去整理下再来吧！",""					SetAwardId:4	AddTask:67,1	SetMsg:0,"你成功领取了五月充值优惠赠送的<color=yellow>金贝壳6个<color>！"												
9	3	领取充值达48元的金贝壳	npc_getaward		0	0	Npc:2601	AddSelect:"你确定领取充值<color=yellow>48元<color>赠送的金贝壳吗？","确定"		CheckTaskEq:66,1,"不能领奖呀，领奖资格未激活或其他角色已激活领奖资格！",""	CheckTaskEq:68,0,"不能再领了，你已经领取了充值<color=yellow>48元<color>赠送的金贝壳呀！",""	CheckMonthPay:48,"你本月累计充值不足<color=yellow>48元<color>，不能领取赠送的金贝壳哦！",""	CheckFreeBag:14,"领取奖励需要<color=yellow>14格<color>背包空间，去整理下再来吧！",""					SetAwardId:5	AddTask:68,1	SetMsg:0,"你成功领取了五月充值优惠赠送的<color=yellow>金贝壳14个<color>！"												
10	1	激活领奖资格	npc_getaward		0	0	Npc:2601	AddSelect:"你确定激活当前角色的领奖资格吗？激活后，其他角色就不能领奖了哦","确定"		CheckTaskEq:69,0,"当前角色已激活了领奖资格！",""	CheckExt:2,0,"账号下其他角色已激活了领奖资格啊，不能再激活了！",""							SetTask:69,1	SetExt:2,1	SetMsg:0,"恭喜您成功激活当前角色的端午节充值优惠领奖资格！"	SetMsg:2,"恭喜您激活当前角色的领奖资格！"											
10	2	领取9玄	npc_getaward		0	0	Npc:2601	AddSelect:"　　您确定领取充值达<color=yellow>150元<color>奖励的<color=yellow>9玄<color>吗？","确定"		CheckTaskEq:69,1,"不能领奖啊，你还没激活领奖资格呢！",""	CheckTaskEq:70,0,"您已经领取过9玄奖励了！",""	CheckMonthPay:150,"您当月充值不足<color=yellow>150元<color>，不能领取奖励，快去充值吧，过时不候哦！",""	CheckFreeBag:1,"背包空间不足，需要<color=yellow>1格<color>空间才能领奖哦！",""					SetAwardId:6	AddTask:70,1	SetMsg:2,"恭喜您获得端午充值优惠奖励的<color=yellow>9级玄晶<color>！"												
10	3	金币消费奖励绑金	action_opentask		0	0												OpenIBReturen:2														
10	4	领取祈福令牌	npc_getaward		0	0	Npc:2601	AddSelect:"    您确定领取充值达<color=yellow>500元<color>奖励的<color=yellow>3个中级祈福令牌<color>吗？","确定"		CheckTaskEq:69,1,"不能领奖啊，你还没激活领奖资格呢！",""	CheckTaskEq:71,0,"您已经领取过了祈福令牌！",""	CheckMonthPay:500,"您本月累计充值不足<color=yellow>500元<color>，不能领取奖励！",""	CheckFreeBag:3,"背包空间不足，领取需要3格背包空间！",""					SetAwardId:7	AddTask:71,1	SetMsg:2,"恭喜您获得端午充值优惠奖励的3个中级祈福令牌！"												
10	5	了解端午充值消费优惠活动！	npc_multdialog		0	0	Npc:2601											SetLayer1Msg:"端午节共2个优惠活动，你想了解哪个活动呢？"	SetLayer2Msg:"关于充值送大礼","　　活动期间，当月累积充值达到<color=yellow>150元<color>可在礼官处领取<color=yellow>9玄<color>一个，若当月累计充值达到<color=yellow>500元<color>，更可以额外领取<color=yellow>3个中级祈福令牌<color>。奖励必须在<color=yellow>31日24点<color>前领取，否则将视为自动放弃。<enter>　　<color=yellow>注：<color>领取前需要激活角色领奖资格，每个账号下只有1个角色可以领取奖励。"	SetLayer2Msg:"关于金币消费奖绑金","　　活动期间，玩家只要在奇珍阁消费金币每次达到<color=yellow>500金<color>就能马上获得<color=yellow>500绑金<color>的奖励，当消费到<color=yellow>15000金币<color>后，每500金币返还<color=yellow>100绑金<color>。但是能够获取返还的金币数，最多不超过<color=yellow>当月累计的最大充值<color>金币数<enter>　　注：不足500金的部分会累积下去，直到够500金就会奖励绑金，不过务必在<color=yellow>31日24点前<color>，否则就领不到绑金了。"												
12	1	激活角色领奖资格	npc_getaward		0	0	Npc:2601	AddSelect:"您确定激活当前角色的领奖资格么？激活后其他角色就不能领奖了。","确定"		CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能激活领奖资格！",""	CheckTaskEq:72,0,"当前角色已激活领奖资格，可以放心领奖了！",""	CheckExt:1,0,"您账号下的<color=yellow>其他角色<color>激活了领奖资格，不能在激活了！",""						AddTask:72,1	SetExt:1,1	SetMsg:0,"恭喜您成功激活当前角色的领奖资格了！"	SetMsg:2,"恭喜您成功激活当前角色的领奖资格了！"											
12	2	领取周年庆典包	npc_getaward		0	0	Npc:2601	AddSelect:"您确定现在就领取周年庆典包吗？","确定"		CheckTaskEq:72,1,"您当前角色还没激活领奖资格哦，激活再领奖或使用已激活的角色来领奖吧！",""	CheckFreeBag:1,"领取周年庆典包需要<color=yellow>1格<color>背包空间，去整理下再来吧！",""	CheckTaskEq:73,0,"您已经领取过周年庆典包了，每个人只能领取<color=yellow>一次<color>哦！",""	CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能领取周年庆典包！",""					AddItem:"18,1,342,1",1,1,""	AddTask:73,1	SetMsg:0,"恭喜您成功领取了周年庆典包!"	SetMsg:2,"恭喜您成功领取了周年庆典包!"											
12	3	使用周年庆典包	item_useitem		0	0	Item:"zhounianbao",0,0,1,""			CheckFreeBag:5,"背包空间不足，需要<color=yellow>5格<color>背包空间才能打开庆典包！",""								SetAwardId:8	SetAwardId:9													
12	4	领取强化费用降低	npc_getaward		0	0	Npc:2601	AddSelect:"您确定现在就领取强化费用降低20%的效果吗？领取后持续5天。","确定"		CheckTaskEq:72,1,"您当前角色未激活领奖资格，激活后再领奖或使用已激活的角色来领奖吧！",""	CheckTaskEq:74,0,"您已经领取过强化费用降低的效果！",""							AddSkillBuff:892,1,7200	AddTask:74,1	SetMsg:0,"恭喜您成功领取强化费用降低的效果！"	SetMsg:2,"恭喜您成功领取强化费用降低的效果！"											
12	5	烟花周年庆	boss_dropitem		0	0	DropNpcType:"_ALLNPC"											SetDropItemId:2,1														
12	6	家族插旗经验翻倍	action_opentask		0	0												OpenDuKinQizi:2														
15	1	激活角色领奖资格！	npc_getaward		0	0	Npc:2601	AddSelect:"你确定激活当前角色的领奖资格吗？激活后，账号下其他角色就不可以领奖了哦！","确定"		CheckMonthPay:50,"本月累计充值达到<color=yellow>50元<color>才可以参加活动哦！",""	CheckTaskEq:75,0,"你已经激活了参加活动的资格，快去领奖吧！",""	CheckExt:2,0,"账号下其他角色已经激活了领奖资格哦，本角色不能激活了！",""						SetTask:75,1	SetExt:2,1	SetMsg:0,"恭喜您成功激活了当前角色的领奖资格！"	SetMsg:2,"恭喜您成功激活了当前角色的领奖资格！"											
15	2	领取50元充值奖励！	npc_getaward		0	0	Npc:2601			CheckTaskEq:75,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:76,0,"您已经领取过该项奖励了！",""	CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能领奖！",""	CheckFreeBag:1,"背包空间不足,领奖需要<color=yellow>1格<color>背包空间！",""					SetAwardId:10	SetTask:76,1	SetMsg:2,"恭喜您领取了充值达到50元的奖励！"												
15	3	领取100到200元充值奖励！	npc_getaward		0	0	Npc:2601			CheckTaskEq:75,1,"当前角色未激活领奖资格，不能领奖！",""	CheckMonthPay:100,"您本月累计充值不足<color=yellow>100元<color>，不能领取该奖励！",""	CheckTask:77,3,"该项奖励您已经领取完毕！",""	CheckLuaScript:"local nPay = me.GetExtMonthPay();<enter>if nPay < 150 then<enter><tab>if EventManager:GetTask(77) > 0 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到100元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>if nPay < 200 then<enter><tab>if EventManager:GetTask(77) > 1 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到150元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>if nPay < 250 then<enter><tab>if EventManager:GetTask(77) > 2 then<enter><tab><tab>return 1, string.format(\"你本月累计充值为<color=yellow>%s元<color>，你已经领取过累计充值达到200元赠送的绑定金币了。\", nPay);<enter><tab>end<enter>end<enter>return 0",""					SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local tbT = {{200, 3},{150, 2},{100, 1}};<enter>local nTask = EventManager:GetTask(77);<enter>for _, tb in ipairs(tbT) do<enter><tab>if nPay >= tb[1] then<enter><tab><tab>local nAddBindMoney = (tb[2] - nTask) * 5000;<enter><tab><tab>if nAddBindMoney > 0 then<enter><tab><tab><tab>EventManager:SetTask(77, tb[2]);<enter><tab><tab><tab>me.AddBindCoin(nAddBindMoney);<enter><tab><tab><tab>me.PlayerLog(Log.emKPLAYERLOG_TYPE_JOINSPORT, string.format(\"[活动]活动获得绑定金币：%s，标记：%s\",nAddBindMoney, nTask));<enter><tab><tab>end<enter><tab><tab>Dialog:Say(string.format(\"您本次成功领取了<color=yellow>%s绑定金币<color>。\", nAddBindMoney));<enter><tab><tab>return 0;<enter><tab>end<enter>end"														
15	4	领取250元以上充值奖励！	npc_getaward		0	0	Npc:2601			CheckTaskEq:75,1,"当前角色未激活领奖资格,不能领奖！",""	CheckMonthPay:250,"您本月累计充值不足<color=yellow>250元<color>，不能领取该项奖励！",""		CheckLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 200)/ 50);<enter>if EventManager:GetTask(78) >= nCount then<enter><tab>return 1,  string.format(\"赠送的%s绑定金币已经成功领取完毕，继续充值才可以再次领奖。\", nCount*1000)<enter>end<enter>return 0;",""					SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 200)/ 50);<enter>local nTask = EventManager:GetTask(78);<enter>local nAddCoin = (nCount - nTask) * 1000;<enter>EventManager:SetTask(78, nCount);<enter>me.AddBindCoin(nAddCoin);<enter>me.PlayerLog(Log.emKPLAYERLOG_TYPE_JOINSPORT, string.format(\"[活动]活动获得绑定金币：%s，标记：%s\",nAddCoin, nTask));<enter>Dialog:Say(string.format(\"您本次成功领取了<color=yellow>%s绑定金币<color>。\", nAddCoin));<tab><enter>return 0;"														
15	5	查询奖励明细！	npc_getaward		0	0	Npc:2601			CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能参加活动哦！",""	CheckTaskEq:75,1,"当前角色未激活领奖资格，不能查询！",""							SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nTsk1 = EventManager:GetTask(76);<enter>local nTsk2 = EventManager:GetTask(77);<enter>local nTsk3 = EventManager:GetTask(78);<enter>local nGet2 = math.floor((nPay - 50)/50);<enter>if nGet2 > 3 then<enter>   nGet2 = 3;<enter>end<enter>local nGet3 = math.floor((nPay - 200)/50);<enter>if nGet3 < 0 then<enter>   nGet3 = 0;<enter>end<enter>local nMoney = 0;<enter>local nStone = 0;<enter>if nTsk1 > 0 then<enter><tab>nMoney = 1500000;<enter><tab>nStone = 750;<enter>end<enter>local nSum  = (50 + nGet2*50 + nGet3*10)*100;<enter>local nGetSum = (nTsk1*50 + nTsk2*50 + nTsk3*10)*100;<enter>local szTip = [[<enter> <color=green>---绑金领奖明细---<color><enter><enter>本月累计充值  ：<color=yellow>%s元<color><enter>总共可领取绑金：<color=yellow>%s绑定金币<color><enter>已领取绑金总数：<color=yellow>%s绑定金币<color><enter>已领取绑银总数：<color=yellow>%s绑定银两<color><enter>已领取魂石总数：<color=yellow>%s绑定魂石<color><enter>未领取绑金数  ：<color=yellow>%s绑定金币<color><enter>]]<enter>local szMsg = string.format(szTip, nPay, nSum, nGetSum, nMoney, nStone, (nSum - nGetSum));<enter>Dialog:Say(szMsg);<enter>return 0;"														
15	6	开启金条返还获得绑银的50%绑银	action_opentask		0	0	OpenJinTiaoFuLi:50																									
15	7	开启帮会银锭返还获得银两的1%绑金	action_opentask		0	0	OpenTongYinFuLi:1																									
16	1	领取祈福令牌！	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>中级祈福令牌<color>吗？领取后就不能领取其他<color=yellow>2项<color>奖励了！","确定"		CheckTaskEq:75,1,"当前角色未激活领奖资格,不能领奖哦！",""	CheckTaskEq:79,0,"您已经领取过该项奖励,不能领取了！",""	CheckMonthPay:588,"您本月累计充值不足588元,不能领取奖励！",""	CheckFreeBag:3,"背包空间不足，领奖需要<color=yellow>3格<color>背包空间！",""					SetAwardId:11	SetTask:79,1	SetMsg:0,"恭喜您成功领取了《剑侠世界》庆新版公测回馈活动的<color=yellow>588元<color>额外奖励！"	SetMsg:2,"恭喜您成功领取了庆新版公测活动的<color=yellow>588元<color>额外奖励！"											
