GATEWAY_NAME	ACCOUNT	ITEM_TYPE	ITEM_LEVEL	TOTAL_MONEY_AMOUNT	TIME_LIMIT
gate0107	lsf5120	301994192	1	80	43200
gate0107	liuzhisen19820806	301994192	1	80	43200
gate0107	li3954897	301994192	1	80	43200
gate0107	chenjin5200	301994192	1	80	43200
gate0107	44938793	301993985	1	1	43200
gate0107	woaiwode6	301994191	1	80	43200
gate0107	yyb19740327	301994100	1	8	43200
gate0107	yxp_2008	301994192	1	80	43200
gate0107	qiou98765	301994191	1	80	43200
gate0107	youcail	301994192	1	80	43200
gate0107	KSQB1068962	301994192	1	80	43200
gate0107	glnibendan00	301994100	1	8	43200
gate0107	glnibendan00	301994100	1	8	43200
gate0107	lqc5105	301994191	1	80	43200
gate0107	kelve233	301994192	1	80	43200
gate0107	lqc5103	301994191	1	80	43200
gate0107	zle963	301994191	1	80	43200
gate0107	ming0min	301994192	1	80	43200
gate0107	yanbao10	301994191	1	80	43200
gate0107	luweihai1234	301994191	1	80	43200
gate0107	tt889988	301994192	1	80	43200
gate0107	sugarseed29	301994192	1	80	43200
gate0107	glad23036455	301994191	1	80	43200
gate0107	gladweixian	301994191	1	80	43200
gate0107	woaixiaomi271441	301994055	2	180	43200
gate0107	cx2758665	301994102	2	10000	43200
gate0107	zw454393926	301994192	1	80	43200
gate0107	kyh1988	301994191	1	80	43200
gate0107	ddzzjjj123	301994191	1	80	43200
gate0107	83948621	301994191	1	80	43200
gate0107	yiertuosuo	301994192	1	80	43200
gate0107	myl317325	301994191	1	80	43200
gate0107	nibendan02	301994100	1	8	43200
gate0107	willjun142	301994100	1	8	43200
gate0107	tangj0708	301994191	1	80	43200
gate0107	lsf5103	301994100	1	8	43200
gate0107	yuc_8091182678	301994192	1	80	43200
gate0107	360819672	301994191	1	80	43200
gate0107	13459300301	301994073	2	120	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	qiou8765	301994191	1	80	43200
gate0107	xc86495860	301994191	1	80	43200
gate0107	913585894	301994055	1	36	43200
gate0107	panyunsheng520@sina.com.cn	301994191	1	80	43200
gate0107	allnewcyndi	301994192	1	80	43200
gate0107	ahuanihao520	301994192	1	80	43200
gate0107	xiaoyanvhai	335548879	1	20	43200
gate0107	13459300301	301994074	2	120	43200
gate0107	84110513	301994192	1	80	43200
gate0107	7811302@www.com	301994191	1	80	43200
gate0107	woaixiaomi271441	301994055	2	180	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	lgj20001107	301994191	1	80	43200
gate0107	meitanzpy	301994191	1	80	43200
gate0107	c19830126	301994192	1	80	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	a5598899	301994191	1	80	43200
gate0107	xmj8033	301994055	1	36	43200
gate0107	lsjcainiao57	301994192	1	80	43200
gate0107	596399723	301994192	1	80	43200
gate0107	tangj0708	301994192	1	80	43200
gate0107	glnibendan	301994191	1	80	43200
gate0107	knight88889978	301994191	1	80	43200
gate0107	zenggao	301994192	1	80	43200
gate0107	lu021767lu	335548880	1	60	43200
gate0107	chengguan803	301994191	1	80	43200
gate0107	ztai33	301994102	1	1000	43200
gate0107	hrhxn	301994191	1	80	43200
gate0107	913585894	301994055	1	36	43200
gate0107	huliyu19890127	301994191	1	80	43200
gate0107	quhknm	301994191	1	80	43200
gate0107	wangbinlong1	301994192	1	80	43200
gate0107	13459300301	301994074	2	120	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	jsdfnj2633	301994191	1	80	43200
gate0107	xxczgou08	301994100	1	8	43200
gate0107	cx2758665	301994102	1	1000	43200
gate0107	7502026	301994192	1	80	43200
gate0107	lljjxx77	301994191	1	80	43200
gate0107	liuzhou4211	301994228	1	800	43200
gate0107	chendaxiong888	301994192	1	80	43200
gate0107	wuya450239616	301994100	1	8	43200
gate0107	maomao520yong	301994192	1	80	43200
gate0107	shirongju4	301994192	1	80	43200
gate0107	li3954897	301994191	1	80	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	whg7001	301994192	1	80	43200
gate0107	shirongju4	301994191	1	80	43200
gate0107	8722y3285f	301994191	1	80	43200
gate0107	30539452	301994192	1	80	43200
gate0107	lujianan97116772	301994191	1	80	43200
gate0107	cx2758665	301994191	1	80	43200
gate0107	zyzy@2	301994073	1	40	43200
gate0107	zhhd113@tom.com	301994191	1	80	43200
gate0107	zgfsthy	301994191	1	80	43200
gate0107	a13798154434	301994192	1	80	43200
gate0107	sun1989minjie	301994192	1	80	43200
gate0107	ztai33	301994102	1	1000	43200
gate0107	lsf5106	301994191	1	80	43200
gate0107	2814693012	301994191	1	80	43200
gate0107	wangbinlong1	301994191	1	80	43200
gate0107	lqc5103	301994192	1	80	43200
gate0107	lqc5104	301994192	1	80	43200
gate0107	lihuibao313	301994192	1	80	43200
gate0107	huoqiang22	301994191	1	80	43200
gate0107	8641597	301994192	1	80	43200
gate0107	tengfei1001	301994192	1	80	43200
gate0107	5131761520	301994191	1	80	43200
gate0107	cyw583620766	301994173	1	30	43200
gate0107	504731568liu98	301994192	1	80	43200
gate0107	xxczgou08	301994100	1	8	43200
gate0107	macdkdj119	301994191	1	80	43200
gate0107	willjun144	301994100	1	8	43200
gate0107	myl325410	301994191	1	80	43200
gate0107	aa534444968	301994191	1	80	43200
gate0107	wwwrickyok8	301994191	1	80	43200
gate0107	shmilykw182814155	301994191	1	80	43200
gate0107	zhu830210	301994191	1	80	43200
gate0107	573709239	301994191	1	80	43200
gate0107	7811302@www.com	301994192	1	80	43200
gate0107	13459300301	301994192	1	80	43200
gate0107	abc0666	301994192	1	80	43200
gate0107	913585894	301994055	1	36	43200
gate0107	yexiaoming2	301994191	1	80	43200
gate0107	junzh11691	301994191	1	80	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	kyh1988	301994192	1	80	43200
gate0107	zlf52	301994192	1	80	43200
gate0107	jiaminiou	301994191	1	80	43200
gate0107	407657587	301994102	1	1000	43200
gate0107	30539452	301994191	1	80	43200
gate0107	490637974	301994191	1	80	43200
gate0107	sosnight	301994191	1	80	43200
gate0107	wwn3280517	301994192	1	80	43200
gate0107	youcail	301994192	1	80	43200
gate0107	wuya450239616	301994100	1	8	43200
gate0107	liudaquan1230	301994192	1	80	43200
gate0107	yuan3066283	301994191	1	80	43200
gate0107	lsf5105	301994191	1	80	43200
gate0107	cwc5202	301994192	1	80	43200
gate0107	9902999029	301994192	1	80	43200
gate0107	gjcarl	301994192	1	80	43200
gate0107	32903995	301994191	1	80	43200
gate0107	aa534444968	301994192	1	80	43200
gate0107	xy00789	301994192	1	80	43200
gate0107	p13532109918	301994055	2	180	43200
gate0107	7708151	301994192	1	80	43200
gate0107	leilei7758522	301994192	1	80	43200
gate0107	lgj20001107	301994192	1	80	43200
gate0107	929359717	301994191	1	80	43200
gate0107	dwj740321	301994191	1	80	43200
gate0107	zgfsthy	301994192	1	80	43200
gate0107	98701097@qq.com	301994192	1	80	43200
gate0107	rscxh001	301994192	1	80	43200
gate0107	QISEGUANGPC	301994192	1	80	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	437312013	301994191	1	80	43200
gate0107	7738516117	301994191	1	80	43200
gate0107	sunnet2047	301994192	1	80	43200
gate0107	soaryyt	301994192	1	80	43200
gate0107	phz2328	301994192	1	80	43200
gate0107	sunlihui2010	301994192	1	80	43200
gate0107	wwwrickyok888	301994191	1	80	43200
gate0107	7811301@www.com	301994192	1	80	43200
gate0107	youcailian	301994191	1	80	43200
gate0107	yurenzheng11	301994192	1	80	43200
gate0107	quhknm	301994192	1	80	43200
gate0107	7738516117	301994192	1	80	43200
gate0107	LLL138	301994192	1	80	43200
gate0107	q510984978	301994192	1	80	43200
gate0107	280290407	301994228	1	800	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	dhlg2008wsw	301994192	1	80	43200
gate0107	qiseguangpc1	301994192	1	80	43200
gate0107	lsf5108	301994191	1	80	43200
gate0107	596399723	301994191	1	80	43200
gate0107	glnibendan	301994192	1	80	43200
gate0107	sky145930	301994191	1	80	43200
gate0107	781130@www.com	301994191	1	80	43200
gate0107	iqc2001	301994191	1	80	43200
gate0107	9902999029	301994191	1	80	43200
gate0107	wdcyznb	301994191	1	80	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	yongchen1972	301994192	1	80	43200
gate0107	13404xcc	301994191	1	80	43200
gate0107	lqc5102	301994191	1	80	43200
gate0107	xtj198703167797	301994191	1	80	43200
gate0107	lsf5105	301994192	1	80	43200
gate0107	2814693096	301994191	1	80	43200
gate0107	wwwrickyok88	301994191	1	80	43200
gate0107	lsf5103	301994100	1	8	43200
gate0107	zengqingqiang83	301994191	1	80	43200
gate0107	byni466200	301994192	1	80	43200
gate0107	qq81316	301994055	1	36	43200
gate0107	xxczgou08	301994100	1	8	43200
gate0107	willjun142	301994100	1	8	43200
gate0107	781130@www.com	301994191	1	80	43200
gate0107	w328wn	301994192	1	80	43200
gate0107	QISEGUANGPC	301994191	1	80	43200
gate0107	tt88998899	301994192	1	80	43200
gate0107	w626722328w	301994191	1	80	43200
gate0107	8641597101	301994191	1	80	43200
gate0107	407657587	301994102	1	1000	43200
gate0107	407657587	301994102	1	1000	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	zenggao	301994191	1	80	43200
gate0107	huliyu19890127	301994192	1	80	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	ztai33	301994102	1	1000	43200
gate0107	bal424	301994192	1	80	43200
gate0107	lihuibao313	301994191	1	80	43200
gate0107	7811302@www.com	301994192	1	80	43200
gate0107	xiaoxiaobaxian	301994191	1	80	43200
gate0107	8722y3285f	301994192	1	80	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	piaozhedeyun	301994100	1	8	43200
gate0107	xxczgou08	301994100	1	8	43200
gate0107	willjun142	301994100	1	8	43200
gate0107	18895545	301994192	1	80	43200
gate0107	bolangu	301994191	1	80	43200
gate0107	meitanzpy	301994192	1	80	43200
gate0107	iqc2001	301994192	1	80	43200
gate0107	7811303@www.com	301994192	1	80	43200
gate0107	zgfsthy	301994191	1	80	43200
gate0107	ksws0185767	301994191	1	80	43200
gate0107	cx2758665	301994192	1	80	43200
gate0107	zhengyan0408@126.com	301994191	1	80	43200
gate0107	tyl88913	301994192	1	80	43200
gate0107	zhongyong581	301994191	1	80	43200
gate0107	zle963	301994100	1	8	43200
gate0107	gjcarl	301994191	1	80	43200
gate0107	liuzhisen19820806	301994191	1	80	43200
gate0107	shaosheng22	301994192	1	80	43200
gate0107	13459300301	301994074	2	120	43200
gate0107	13459300301	301994074	2	120	43200
gate0107	p13532109918	301994055	2	180	43200
gate0107	jiaminiou	301994173	1	30	43200
gate0107	5131761520	301994192	1	80	43200
gate0107	xxczgou08	301994100	1	8	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	wwwl198604	301994191	1	80	43200
gate0107	chenjin5200	301994191	1	80	43200
gate0107	lsjcainiao57	301994191	1	80	43200
gate0107	bolangu	301994192	1	80	43200
gate0107	rscxh001	301994191	1	80	43200
gate0107	yxp_2008	301994191	1	80	43200
gate0107	liuzhou4211	301994228	1	800	43200
gate0107	czs3645	301994191	1	80	43200
gate0107	zle963	301994100	1	8	43200
gate0107	zhongyong581	301994192	1	80	43200
gate0107	jsdfnj2633	301994192	1	80	43200
gate0107	tt889988	301994191	1	80	43200
gate0107	13798154434	301994191	1	80	43200
gate0107	abc0655	301994192	1	80	43200
gate0107	913297512	301994191	1	80	43200
gate0107	jsdfnj26333	301994191	1	80	43200
gate0107	wanglixun1988	301994192	1	80	43200
gate0107	eddy0217	301994191	1	80	43200
gate0107	wuya450239616	301994100	1	8	43200
gate0107	jinianjxmike	301994192	1	80	43200
gate0107	ysb6249576	301994192	1	80	43200
gate0107	lqc5104	301994191	1	80	43200
gate0107	cx2758665	301994102	1	1000	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	dwj740321	301994192	1	80	43200
gate0107	463330187	301994191	1	80	43200
gate0107	8641597101	301994100	1	8	43200
gate0107	a5598899	301994192	1	80	43200
gate0107	macdkdj119	301994192	1	80	43200
gate0107	yao1120	301994073	3	215	43200
gate0107	929359717	301994192	1	80	43200
gate0107	WWWVICKYOK888	301994192	1	80	43200
gate0107	wshtta	301994191	1	80	43200
gate0107	aruisa	301994191	1	80	43200
gate0107	a82152718	301994191	1	80	43200
gate0107	yuxuan286207778	301994192	1	80	43200
gate0107	pgldc204	301994191	1	80	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	896164489	301994192	1	80	43200
gate0107	KSQB1068962	301994191	1	80	43200
gate0107	lhl17173@163.com	301994191	1	80	43200
gate0107	dhz19760508	301994102	1	1000	43200
gate0107	linjun1310	301994192	1	80	43200
gate0107	lhl17173@163.com	301994192	1	80	43200
gate0107	2929856qin	301994191	1	80	43200
gate0107	junzh11691	301994192	1	80	43200
gate0107	qqyypp33	301994100	1	8	43200
gate0107	myl317325	301994192	1	80	43200
gate0107	wangyi4123283	301994192	1	80	43200
gate0107	lsf5108	301994192	1	80	43200
gate0107	willjun144	301994100	1	8	43200
gate0107	6a998	301994191	1	80	43200
gate0107	et1682	301994192	1	80	43200
gate0107	xmj8033	301994055	1	36	43200
gate0107	pt179	301994191	1	80	43200
gate0107	caijf820421	301994191	1	80	43200
gate0107	bbb5618888	301994191	1	80	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	2814693099	301994191	1	80	43200
gate0107	lqc5103	301994191	1	80	43200
gate0107	360819672	301994192	1	80	43200
gate0107	zxf3303	301994191	1	80	43200
gate0107	renaimei12345	301994192	1	80	43200
gate0107	50128902@qq.com	301994191	1	80	43200
gate0107	zle963	301994100	1	8	43200
gate0107	xiaowei6226088	301994191	1	80	43200
gate0107	juexin110	301994191	1	80	43200
gate0107	cwc5202	301994191	1	80	43200
gate0107	pw7755	301994191	1	80	43200
gate0107	lisong19880921	301994192	1	80	43200
gate0107	mz_000000	301994191	1	80	43200
gate0107	cxksgo	301994192	1	80	43200
gate0107	chjunstar	301994191	1	80	43200
gate0107	dhz19760508	301994191	1	80	43200
gate0107	smooth0888	301994192	1	80	43200
gate0107	xc86495860	301994192	1	80	43200
gate0107	120043805	301994191	1	80	43200
gate0107	nxg1	301994191	1	80	43200
gate0107	324990	301994191	1	80	43200
gate0107	117757773	301994192	1	80	43200
gate0107	bulyxing55	301994191	1	80	43200
gate0107	13928731163qaqs	301994191	1	80	43200
gate0107	7781019a	301994191	1	80	43200
gate0107	qiseguangpc3	301994192	1	80	43200
gate0107	sunnet2047	301994191	1	80	43200
gate0107	willjun144	301994100	1	8	43200
gate0107	ljy03172968	301994191	1	80	43200
gate0107	lhl15170@163.com	301994192	1	80	43200
gate0107	sun853015	301994192	1	80	43200
gate0107	a82567508	301994192	1	80	43200
gate0107	wwn3280517	301994192	1	80	43200
gate0107	499698808	301994192	1	80	43200
gate0107	arisco	301994192	1	80	43200
gate0107	lovezhang3322	301994192	1	80	43200
gate0107	ming0min	301994191	1	80	43200
gate0107	shaosheng22	301994191	1	80	43200
gate0107	abc0655	301994191	1	80	43200
gate0107	ysb6249576	301994191	1	80	43200
gate0107	wdcyznb	301994192	1	80	43200
gate0107	piaozhedeyun	301994100	1	8	43200
gate0107	781130@www.com	301994192	1	80	43200
gate0107	xxczgou06	301994100	1	8	43200
gate0107	dd2550033	301994191	1	80	43200
gate0107	893333897wl	301994191	1	80	43200
gate0107	laoshiren8888	301994191	1	80	43200
gate0107	laoshiren8888	301994192	1	80	43200
gate0107	ww1984093	301994192	1	80	43200
gate0107	8641597101	301994192	1	80	43200
gate0107	lsf5120	301994191	1	80	43200
gate0107	969586841	301994191	1	80	43200
gate0107	lsf5103	301994192	1	80	43200
gate0107	nibendan02	301994100	1	8	43200
gate0107	xiaowei6226088	301994192	1	80	43200
gate0107	wx13134513014	301994191	1	80	43200
gate0107	wuya450239616	301994100	1	8	43200
gate0107	chensongziyi	301994202	1	50	43200
gate0107	itjm111	301994191	1	80	43200
gate0107	linjun1310	301994191	1	80	43200
gate0107	chendaxiong888	301994191	1	80	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	bingke520	301994191	1	80	43200
gate0107	wwwSAMOK8	301994192	1	80	43200
gate0107	zhangxiucheng@msn.com	301994191	1	80	43200
gate0107	84582041@qq.com	301994192	1	80	43200
gate0107	wwwrickyok8	301994192	1	80	43200
gate0107	zengql2009	301994192	1	80	43200
gate0107	lovezhang2233	301994191	1	80	43200
gate0107	pgldc204	301994192	1	80	43200
gate0107	yao1120	301994073	3	215	43200
gate0107	ZLLLEAON	301994192	1	80	43200
gate0107	47636642	301994191	1	80	43200
gate0107	kelve233	301994191	1	80	43200
gate0107	youcail	301994191	1	80	43200
gate0107	5383850	301994191	1	80	43200
gate0107	c19830126	301994191	1	80	43200
gate0107	18895545	301994191	1	80	43200
gate0107	qiou56789	301994192	1	80	43200
gate0107	qqyypp33	301994100	1	8	43200
gate0107	pengliang1979	301994192	1	80	43200
gate0107	lljjxx77	301994192	1	80	43200
gate0107	zhang830203	301994192	1	80	43200
gate0107	969586841	301994192	1	80	43200
gate0107	jinianjx08luyc	301994192	1	80	43200
gate0107	woaiwode6	301994192	1	80	43200
gate0107	itjm111	301994192	1	80	43200
gate0107	kitty921	301994192	1	80	43200
gate0107	qiou5678	301994191	1	80	43200
gate0107	wqp19841212443	301993985	3	15	43200
gate0107	cyw583620766	301994191	1	80	43200
gate0107	chengguan803	301994192	1	80	43200
gate0107	13404xcc	301994192	1	80	43200
gate0107	phz2328	301994191	1	80	43200
gate0107	zle963	301994100	1	8	43200
gate0107	lsf5106	301994100	1	8	43200
gate0107	zsl4141	301994192	1	80	43200
gate0107	lx112un	301994191	1	80	43200
gate0107	cyw583620766	301994192	1	80	43200
gate0107	630133196	301994191	1	80	43200
gate0107	2814693097	301994191	1	80	43200
gate0107	ww1984093	301994191	1	80	43200
gate0107	w626722328w	301994192	1	80	43200
gate0107	he1984zs	301994191	1	80	43200
gate0107	yyb19740327	301994100	1	8	43200
gate0107	yuc_809118267	301994191	1	80	43200
gate0107	121565017	301994192	1	80	43200
gate0107	bingke520	301994192	1	80	43200
gate0107	120043805	301994192	1	80	43200
gate0107	280637543	301994191	1	80	43200
gate0107	tengfei1001	301994191	1	80	43200
gate0107	wqp19841212443	301993985	5	175	43200
gate0107	liuangel2007	301994191	1	80	43200
gate0107	wenxianrong99	301994192	1	80	43200
gate0107	zle963	301994100	1	8	43200
gate0107	zle963	301994100	1	8	43200
gate0107	xiaoyanvhai	335548880	1	60	43200
gate0107	qiou8765	301994192	1	80	43200
gate0107	youcail	301994191	1	80	43200
gate0107	fengwjb	301994191	1	80	43200
gate0107	pw7755	301994192	1	80	43200
gate0107	maomao520yong	301994191	1	80	43200
gate0107	519272452@qq.com	301994191	1	80	43200
gate0107	84110513	301994191	1	80	43200
gate0107	yao1120	301994192	1	80	43200
gate0107	ddzzjjj123	301994192	1	80	43200
gate0107	nibendan02	301994100	1	8	43200
gate0107	zengqingqiang83	301994192	1	80	43200
gate0107	504731568liu98123	301994192	1	80	43200
gate0107	liuzhou4211	301994228	1	800	43200
gate0107	q228879547	301994191	1	80	43200
gate0107	caiqing139	301994192	1	80	43200
gate0107	xy00789	301994191	1	80	43200
gate0107	2814693099	301994192	1	80	43200
gate0107	2814693096	301994192	1	80	43200
gate0107	czs3645	301994192	1	80	43200
gate0107	polangchx	301994192	1	80	43200
gate0107	leemaxwell1	301994191	1	80	43200
gate0107	lsf5103	301994100	1	8	43200
gate0107	zzh673944397	301994191	1	80	43200
gate0107	13973090177	301994192	1	80	43200
gate0107	yuc_809118267	301994192	1	80	43200
gate0107	he1984zs	301994192	1	80	43200
gate0107	lsf5103	301994191	1	80	43200
gate0107	a82152718	301994192	1	80	43200
gate0107	ju248507313	301994192	1	80	43200
gate0107	lqc5101	301994192	1	80	43200
gate0107	yaog1120	301994191	1	80	43200
gate0107	184583840	301994192	1	80	43200
gate0107	6a998	301994192	1	80	43200
gate0107	aids2599	301994191	1	80	43200
gate0107	50128902@qq.com	301994192	1	80	43200
gate0107	wanglixun1988	301994191	1	80	43200
gate0107	490637974	301994192	1	80	43200
gate0107	lujianan97116772	301994192	1	80	43200
gate0107	qiou56789	301994191	1	80	43200
gate0107	qiseguangpc1	301994191	1	80	43200
gate0107	13973090177	301994191	1	80	43200
gate0107	yj0629	301994192	1	80	43200
gate0107	liuzhou4211	301994228	1	800	43200
gate0107	luweihai1234	301994202	1	50	43200
gate0107	luweihai1234	301994192	1	80	43200
gate0107	13459300301	301994191	1	80	43200
gate0107	wwwrickyok8888	301994191	1	80	43200
gate0107	czdchenzhidan	301994191	1	80	43200
gate0107	lqc5106	301994191	1	80	43200
gate0107	yanbao10	301994192	1	80	43200
gate0107	tyl88913	301994191	1	80	43200
gate0107	glad23036455	301994192	1	80	43200
gate0107	7811301@www.com	301994191	1	80	43200
