GATEWAY_NAME	ACCOUNT	ITEM_TYPE	USE_TYPE	ITEM_LEVEL	TOTAL_MONEY_AMOUNT	TIME_LIMIT
gate0102	hkf884889	301994069	2	1	200	43200
gate0102	husong1221	301994100	2	1	8	43200
gate0102	husong1221	301994100	2	1	8	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	jy66773970	301994102	2	1	1000	43200
gate0102	lgz640270	301994100	2	1	8	43200
gate0102	lgz640270	301994100	2	1	8	43200
gate0102	lx1985002	301994100	2	1	8	43200
gate0102	lx1985002	301994100	2	1	8	43200
gate0102	qiping814	301994100	2	1	8	43200
gate0102	qiping814	301994100	2	1	8	43200
gate0102	smilenet1986	301994008	2	1	50	43200
gate0102	smilenet1986	301994008	2	1	50	43200
gate0102	sunyong358334135	301994055	2	1	36	43200
gate0102	sunyong358334135	301994055	2	1	36	43200
gate0102	uljdgcvf	301994100	2	1	8	43200
gate0102	uljdgcvf	301994100	2	1	8	43200
gate0102	xinzhengw	335548879	2	1	20	43200
gate0102	yzy1978520	301994100	2	1	8	43200
gate0102	yzy1978520	301994100	2	1	8	43200
gate0102	zzmbldqq1	301994100	2	1	8	43200
gate0102	zzmbldqq1	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	123517448	301994100	2	1	8	43200
gate0103	13001150226	301994055	2	2	180	43200
gate0103	13001150226	301994055	2	1	36	43200
gate0103	296941170	301994102	2	1	1000	43200
gate0103	40874291	301994069	2	1	200	43200
gate0103	529524632	335548879	2	1	20	43200
gate0103	603cno	301994100	2	1	8	43200
gate0103	603cno	301994100	2	1	8	43200
gate0103	619736876	301994063	2	1	200	43200
gate0103	619736876	301994063	2	1	200	43200
gate0103	619736876	301994055	2	2	180	43200
gate0103	619736876	301994008	2	1	50	43200
gate0103	619736876	301994055	2	2	180	43200
gate0103	b48646782	301994100	2	1	8	43200
gate0103	chui000	301994100	2	1	8	43200
gate0103	chui000	301994100	2	1	8	43200
gate0103	chui000	301994100	2	1	8	43200
gate0103	chui003	301994100	2	1	8	43200
gate0103	chui003	301994100	2	1	8	43200
gate0103	chui003	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	cobrazkm	301994100	2	1	8	43200
gate0103	coolyoli88	301994069	2	1	200	43200
gate0103	coolyoli88	301994069	2	1	200	43200
gate0103	coyo_ray	301994069	2	1	200	43200
gate0103	dyjwdjjw0124	301994100	2	1	8	43200
gate0103	dyjwdjjw0124	301994100	2	1	8	43200
gate0103	dyjwdjjw0124	301994100	2	1	8	43200
gate0103	fp646791787	335548879	2	1	20	43200
gate0103	gaolbird	301994069	2	1	200	43200
gate0103	gdhy780715123	301994102	2	1	1000	43200
gate0103	gdhy780715123	301994102	2	1	1000	43200
gate0103	hetao123@qq.com	301994069	2	1	200	43200
gate0103	hjj1002	301994055	2	1	36	43200
gate0103	hzhzgzzyrzyh8	301994055	2	2	180	43200
gate0103	jerrylv2006@msn.com	301994055	2	3	540	43200
gate0103	jerrylv2006@msn.com	301994055	2	3	540	43200
gate0103	jerrylv2006@msn.com	301994055	2	3	540	43200
gate0103	jerrylv2006@msn.com	301994055	2	3	540	43200
gate0103	jerrylv2006@msn.com	301994055	2	3	540	43200
gate0103	jiehao584	301994100	2	1	8	43200
gate0103	jixiang1315	301994102	2	1	1000	43200
gate0103	jixiang1315	301994007	1	1	750	43200
gate0103	jixiang1315	301994102	2	1	1000	43200
gate0103	jixiang1315	301994102	2	1	1000	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ken624058988	301994100	2	1	8	43200
gate0103	ksqd0022076	301994055	2	2	180	43200
gate0103	ksqd0022076	301994055	2	2	180	43200
gate0103	ksqd0022076	301994055	2	2	180	43200
gate0103	ksqd0022076	301994055	2	2	180	43200
gate0103	liguo4111	301994055	2	3	540	43200
gate0103	liguo4111	301994055	2	3	540	43200
gate0103	lixing6806	301994069	2	1	200	43200
gate0103	mianmian08111	301994100	2	1	8	43200
gate0103	mianmian08111	301994100	2	1	8	43200
gate0103	mianmian08111	301994100	2	1	8	43200
gate0103	nba_bucks_yjl	301994055	2	3	540	43200
gate0103	qwe2896019	335548879	2	1	20	43200
gate0103	shenfengliang	301994069	2	1	200	43200
gate0103	tiuming	301994100	2	1	8	43200
gate0103	tiuming	301994100	2	1	8	43200
gate0103	tx317814078	301994069	2	1	200	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	woxhcfbm	301994055	2	1	36	43200
gate0103	wudixzp	335548879	2	1	20	43200
gate0103	xiaoyu152152	301993985	2	5	175	43200
gate0103	xiaoyu152152	301993985	2	5	175	43200
gate0103	xiaoyu152152	301993985	2	5	175	43200
gate0103	xiaoyu152152	301993985	2	5	175	43200
gate0103	xiaozhiplay	301994069	2	1	200	43200
gate0103	ya2008yy	301994069	2	1	200	43200
gate0103	ygj731014	301994100	2	1	8	43200
gate0103	ygj731014	301994100	2	1	8	43200
gate0103	zjgxingxw	301994100	2	1	8	43200
gate0103	zjgxingxw	301994100	2	1	8	43200
gate0103	zjgxingxw	301994100	2	1	8	43200
gate0103	zygxxl	301994102	2	1	1000	43200
gate0103	zygxxl	301994102	2	1	1000	43200
gate0103	zzctlwc	301994055	2	2	180	43200
gate0105	702006298	301994055	2	2	180	43200
gate0105	702006298	16826383	1	2	120	43200
gate0105	a272280265	301994055	2	2	180	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	chuimax	301993985	2	1	1	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	gxmj001	301994055	2	1	36	43200
gate0105	liu8857996	301994069	2	1	200	43200
gate0105	liuyongNPG	301994069	2	1	200	43200
gate0105	marcuschou	301994055	2	1	36	43200
gate0105	marcuschou	301994055	2	1	36	43200
gate0105	raohs	335548879	2	1	20	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	sd159115	301994055	2	1	36	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shi04070511	301994055	2	2	180	43200
gate0105	shihy03	301994100	2	1	8	43200
gate0105	wanjianpeng	301994100	2	1	8	43200
gate0105	wanjianpeng	301994100	2	1	8	43200
gate0105	wanjianpeng	301994100	2	1	8	43200
gate0105	wanjianpeng	301994100	2	1	8	43200
gate0105	wanjianpeng	301994102	2	1	1000	43200
gate0105	wf348245445	301994069	2	1	200	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	wxaiyj1314	301994055	2	2	180	43200
gate0105	xh3xh3	335548879	2	1	20	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yangbing0231235	301993985	2	5	175	43200
gate0105	yizhe0703	301994069	2	1	200	43200
gate0106	262434413@	301994100	2	1	8	43200
gate0106	6qupin6	335548879	2	1	20	43200
gate0106	CHUANGLIN2010	301994100	2	1	8	43200
gate0106	CHUANGLIN2010	301994100	2	1	8	43200
gate0106	cgs898	335548879	2	1	20	43200
gate0106	chenjia810118	301994063	2	1	200	43200
gate0106	chenjia810118	301994063	2	1	200	43200
gate0106	chenjia810118	301994063	2	1	200	43200
gate0106	chenjia810118	301994063	2	1	200	43200
gate0106	chenlei9707	301994102	2	1	1000	43200
gate0106	ck456@163.com	301994100	2	1	8	43200
gate0106	danbarenzhen	301994102	2	1	1000	43200
gate0106	danbarenzhen	301994102	2	1	1000	43200
gate0106	danbarenzhen	301994100	2	1	8	43200
gate0106	dnvitrujqu5	301994069	2	1	200	43200
gate0106	eloole3	301994100	2	1	8	43200
gate0106	eloole3	301994100	2	1	8	43200
gate0106	eloole3	301994100	2	1	8	43200
gate0106	jwxb19860306	335548879	2	1	20	43200
gate0106	ll65672452	301994100	2	1	8	43200
gate0106	mqq18707	301994055	2	1	36	43200
gate0106	nanzhuanglaoye	335548881	2	1	180	43200
gate0106	nanzhuanglaoye	335548879	2	1	20	43200
gate0106	niangao00447307	301994100	2	1	8	43200
gate0106	niding	301994055	2	1	36	43200
gate0106	qianyuqin03	301994069	2	1	200	43200
gate0106	ro9720	301994100	2	1	8	43200
gate0106	ro9720	301994100	2	1	8	43200
gate0106	sjhong11306	301994055	2	1	36	43200
gate0106	sjhong11306	301994055	2	1	36	43200
gate0106	sjhong11306	301994055	2	1	36	43200
gate0106	wordhalf5211	301994102	2	1	1000	43200
gate0106	wordhalf5211	301994102	2	1	1000	43200
gate0106	zhangxuejia111	335548879	2	1	20	43200
gate0106	zhaosb203	301994100	2	1	8	43200
gate0106	zzq_02	301994100	2	1	8	43200
gate0107	339647965	301994055	2	1	36	43200
gate0107	339647965	301994055	2	1	36	43200
gate0107	339647965	301994055	2	1	36	43200
gate0107	XB19750316	301994100	2	1	8	43200
gate0107	XB19750316	301994100	2	1	8	43200
gate0107	XB19750320	301994100	2	1	8	43200
gate0107	XB19750320	301994100	2	1	8	43200
gate0107	baofeng1088	301994100	2	1	8	43200
gate0107	baofeng1088	301994100	2	1	8	43200
gate0107	baofeng1088	301994100	2	1	8	43200
gate0107	cgy135434738361211	301994069	2	1	200	43200
gate0107	cgy135434738361211	301994069	2	1	200	43200
gate0107	ch10046402	301994102	2	1	1000	43200
gate0107	ch10046402	301994102	2	1	1000	43200
gate0107	ch10046402	301994102	2	1	1000	43200
gate0107	ch10046402	301994102	2	1	1000	43200
gate0107	ch90046402	301994102	2	1	1000	43200
gate0107	ch90046402	301994102	2	1	1000	43200
gate0107	ch90046402	301994102	2	1	1000	43200
gate0107	ch90046402	301994102	2	1	1000	43200
gate0107	chen6662129	301994100	2	1	8	43200
gate0107	dcl127011	301994100	2	1	8	43200
gate0107	dcl127011	301994100	2	1	8	43200
gate0107	dcl127011	301994100	2	1	8	43200
gate0107	dcl127011	301994100	2	1	8	43200
gate0107	dhjaticsodhjaticso	301994100	2	1	8	43200
gate0107	gegeduibuqi	301994102	2	1	1000	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	gjh0260	301994055	2	2	180	43200
gate0107	guduzhe25110@sina	301994100	2	1	8	43200
gate0107	guduzhe25110@sina	301994100	2	1	8	43200
gate0107	guduzhe8244	301994100	2	1	8	43200
gate0107	guduzhe8244	301994100	2	1	8	43200
gate0107	jf01505962	301994102	2	1	1000	43200
gate0107	jf01505962	301994102	2	1	1000	43200
gate0107	lcc8701610	301994102	2	1	1000	43200
gate0107	lffeitianc	301994100	2	1	8	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	lh0209180	301994055	2	1	36	43200
gate0107	shaoy76	301994100	2	1	8	43200
gate0107	shaoy76	301994100	2	1	8	43200
gate0107	shaoy76	301994100	2	1	8	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	shxiximi	301993985	2	5	175	43200
gate0107	wwwldw	301994055	2	1	36	43200
gate0107	wwwldw	301994055	2	1	36	43200
gate0107	xiaoqin198@126.com	301994069	2	1	200	43200
gate0107	xiaoqin198@126.com	301994069	2	1	200	43200
gate0107	xiaoqin198@126.com	301994069	2	1	200	43200
gate0109	263668819mm	335548879	2	1	20	43200
gate0109	263668819yy	335548879	2	1	20	43200
gate0109	564492375joy1	335548879	2	1	20	43200
gate0109	773212396@qq.com	301994100	2	1	8	43200
gate0109	773212396@qq.com	301994100	2	1	8	43200
gate0109	773212396@qq.com	301994100	2	1	8	43200
gate0109	928674977	301994102	2	1	1000	43200
gate0109	928674977	301994102	2	1	1000	43200
gate0109	928674977	301994102	2	1	1000	43200
gate0109	a278539402	301994100	2	1	8	43200
gate0109	comic12239	301994055	2	3	540	43200
gate0109	comic12239	301994055	2	3	540	43200
gate0109	comic12239	301994055	2	3	540	43200
gate0109	comic12239	301994055	2	3	540	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	godgod2@126.com	301994100	2	1	8	43200
gate0109	hhhtlppxmchlq	301994055	2	1	36	43200
gate0109	hhhtlppxmchlq	301994055	2	1	36	43200
gate0109	hhhtlppxmchlq	301994055	2	1	36	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
gate0109	kuangxiaoyu520	301994100	2	1	8	43200
